serial_number,model,capacity_bytes,power_on_hours
PL2331LAGMLTVJ,HGST HMS5C4040BLE640,4000787030016,22880
PL1331LAHDZYAH,HGST HMS5C4040BLE640,4000787030016,3295
Z302AKQH,ST4000DM000,4000787030016,12787
PL1331LAGSG58H,HGST HMS5C4040ALE640,4000787030016,22281
Z302AKQK,ST4000DM000,4000787030016,14303
PL1311LAG25WEA,Hitachi HDS5C4040ALE630,4000787030016,34224
S300YPVR,ST4000DM000,4000787030016,12797
PL1331LAGLZ1JH,HGST HMS5C4040BLE640,4000787030016,23720
Z304KBZZ,ST4000DM000,4000787030016,10880
S301GPC2,ST4000DM000,4000787030016,10329
PL2331LAGMGA6J,HGST HMS5C4040BLE640,4000787030016,24252
Z302AKQ3,ST4000DM000,4000787030016,14289
MJ0351YNG9UX0A,Hitachi HDS5C3030ALA630,3000592982016,36525
PL2331LAHBWBBJ,HGST HMS5C4040BLE640,4000787030016,4831
Z302AKQ9,ST4000DM000,4000787030016,14303
PL1331LAGM27TH,HGST HMS5C4040BLE640,4000787030016,23381
Z300J7TM,ST4000DM000,4000787030016,27916
S300YPVA,ST4000DM000,4000787030016,12788
PL1311LAG38S9H,Hitachi HDS5C4040ALE630,4000787030016,32737
Z300WQR7,ST4000DM000,4000787030016,26725
MJ0351YNGA8PYA,Hitachi HDS5C3030ALA630,3000592982016,35419
Z302SVFH,ST4000DM000,4000787030016,11958
Z300WQR9,ST4000DM000,4000787030016,27578
PL2331LAH44UYJ,HGST HMS5C4040BLE640,4000787030016,6567
Z304RLFE,ST4000DM000,4000787030016,8479
W3004XGA,ST4000DM000,4000787030016,29679
Z302T8X7,ST4000DM000,4000787030016,11958
PL2331LAGJ9U9J,HGST HMS5C4040BLE640,4000787030016,23722
PL1331LAHD601H,HGST HMS5C4040BLE640,4000787030016,5000
MJ0351YNGA8ZMA,Hitachi HDS5C3030ALA630,3000592982016,35425
Z305BF1R,ST4000DM000,4000787030016,7854
PL1331LAGRZH7H,HGST HMS5C4040ALE640,4000787030016,22382
PL2331LAGMSG6J,HGST HMS5C4040BLE640,4000787030016,23432
W3004XGN,ST4000DM000,4000787030016,29680
PL1331LAGTVP9H,HGST HMS5C4040ALE640,4000787030016,20721
Z302FEGB,ST4000DM000,4000787030016,16614
Z304JHWK,ST4000DM000,4000787030016,9806
Z3059JQG,ST4000DM000,4000787030016,8485
Z305BF1A,ST4000DM000,4000787030016,7853
PL1331LAGRLDZH,HGST HMS5C4040ALE640,4000787030016,22444
Z300K0NG,ST4000DM000,4000787030016,28675
PL2331LAGRJVWJ,HGST HMS5C4040ALE640,4000787030016,22545
PL1331LAHG16KH,HGST HMS5C4040BLE640,4000787030016,924
ZA11MD1K,ST8000DM002,8001563222016,3919
Z300XG2X,ST4000DM000,4000787030016,27398
Z300MQVP,ST4000DM000,4000787030016,27625
Z304L9EH,ST4000DM000,4000787030016,9823
ZA11WHPT,ST8000DM002,8001563222016,3919
PL1331LAHEN7KH,HGST HMS5C4040BLE640,4000787030016,949
PL1331LAHDNZ2H,HGST HMS5C4040BLE640,4000787030016,6181
ZA11WHPH,ST8000DM002,8001563222016,3919
Z304L9ER,ST4000DM000,4000787030016,9850
Z304L9EP,ST4000DM000,4000787030016,9823
MJ0351YNG9VJMA,Hitachi HDS5C3030ALA630,3000592982016,36775
PL1331LAGRUZ6H,HGST HMS5C4040ALE640,4000787030016,22279
Z3041KJ5,ST4000DM000,4000787030016,11142
W300BCSM,ST4000DM000,4000787030016,30948
S300VLDW,ST4000DM000,4000787030016,12514
PL1311LAG24TMA,Hitachi HDS5C4040ALE630,4000787030016,34208
PL2331LAGN190J,HGST HMS5C4040BLE640,4000787030016,23387
W300H5GA,ST4000DM000,4000787030016,27716
Z305TA0Q,ST4000DM000,4000787030016,3894
PL1331LAGSHKEH,HGST HMS5C4040ALE640,4000787030016,21780
WD-WXE1A25K66TJ,WDC WD5000LPVX,500107862016,4995
PL1331LAHD2W2H,HGST HMS5C4040BLE640,4000787030016,5000
ZA12QFN7,ST8000DM002,8001563222016,2244
WD-WCC4N0806318,WDC WD30EFRX,3000592982016,22132
Z4D0E96E,ST6000DX000,6001175126016,15417
Z3057BQ1,ST4000DM000,4000787030016,8481
PL1331LAGSGH7H,HGST HMS5C4040ALE640,4000787030016,20913
Z30111CF,ST4000DM000,4000787030016,25785
MJ1311YNG7KRNA,Hitachi HDS5C3030ALA630,3000592982016,41138
W3008M52,ST4000DM000,4000787030016,15490
PL1311LAG3A50H,Hitachi HDS5C4040ALE630,4000787030016,32109
ZA10HN9T,ST8000DM002,8001563222016,5317
PL2331LAGMGJ4J,HGST HMS5C4040BLE640,4000787030016,23381
PL1311LAG2NH9H,Hitachi HDS5C4040ALE630,4000787030016,33460
PL1311LAG2HW3H,Hitachi HDS5C4040ALE630,4000787030016,30435
S300VLD5,ST4000DM000,4000787030016,12874
W300C9TZ,ST4000DM000,4000787030016,30991
ZA12PTPL,ST8000DM002,8001563222016,2245
Z305D2FQ,ST4000DM000,4000787030016,5174
Z300MJ7A,ST4000DM000,4000787030016,29681
PL1311LAG3D8BH,Hitachi HDS5C4040ALE630,4000787030016,32768
PL1331LAGM3AUH,HGST HMS5C4040BLE640,4000787030016,23386
Z305D2FR,ST4000DM000,4000787030016,7855
Z304LACD,ST4000DM000,4000787030016,9850
Z305CD3N,ST4000DM000,4000787030016,8103
Z305KEZE,ST4000DM000,4000787030016,7017
PL1331LAGRS1WH,HGST HMS5C4040ALE640,4000787030016,22450
Z304T4GJ,ST4000DM000,4000787030016,9342
PL2331LAGMBB4J,HGST HMS5C4040BLE640,4000787030016,23385
Z300WQ9Y,ST4000DM000,4000787030016,26116
PL1331LAGTJL5H,HGST HMS5C4040ALE640,4000787030016,19881
PL1331LAGTLUUH,HGST HMS5C4040ALE640,4000787030016,19861
ZA11WHP2,ST8000DM002,8001563222016,3919
ZA11WHP3,ST8000DM002,8001563222016,3919
ZA11WHP4,ST8000DM002,8001563222016,3918
S300Z4Y2,ST4000DM000,4000787030016,14312
PL2331LAGN0X5J,HGST HMS5C4040BLE640,4000787030016,23222
ZA12RX16,ST8000DM002,8001563222016,3919
PL1331LAHD2T9H,HGST HMS5C4040BLE640,4000787030016,5000
WD-WMC4N1499378,WDC WD30EFRX,3000592982016,24998
Z305D2FH,ST4000DM000,4000787030016,7857
WD-WX11D259V7VK,WDC WD60EFRX,6001175126016,3153
PL1331LAHD39YH,HGST HMS5C4040BLE640,4000787030016,924
Z301ZQHF,ST4000DM000,4000787030016,19210
PL1331LAGRGYYH,HGST HMS5C4040ALE640,4000787030016,21751
PL2331LAHDSTWJ,HGST HMS5C4040BLE640,4000787030016,6106
PL2331LAGRX6PJ,HGST HMS5C4040ALE640,4000787030016,20936
Z304L8AP,ST4000DM000,4000787030016,9823
PL1321LAG34GJH,Hitachi HDS5C4040ALE630,4000787030016,33458
Z304L8AW,ST4000DM000,4000787030016,9807
PL2331LAGPRMNJ,HGST HMS5C4040ALE640,4000787030016,22280
S301PTE9,ST4000DM000,4000787030016,10323
Z303R4Y4,ST4000DM000,4000787030016,12994
Z304L8AF,ST4000DM000,4000787030016,9849
ZA12GLWT,ST8000DM002,8001563222016,3703
S3011GHF,ST4000DM000,4000787030016,14986
PL1331LAGSKD8H,HGST HMS5C4040ALE640,4000787030016,20913
Z304L8AK,ST4000DM000,4000787030016,9807
Z304L8AH,ST4000DM000,4000787030016,9823
Z304L8AN,ST4000DM000,4000787030016,9476
ZA10LY6E,ST8000DM002,8001563222016,5317
MJ1323YNG195XC,Hitachi HDS5C3030ALA630,3000592982016,47316
ZA12FX9R,ST8000DM002,8001563222016,3703
Z30252BT,ST4000DM000,4000787030016,18870
PL1331LAGT773H,HGST HMS5C4040ALE640,4000787030016,20529
Z30252BV,ST4000DM000,4000787030016,18893
Z304JWPW,ST4000DM000,4000787030016,10900
Z304KCMX,ST4000DM000,4000787030016,9850
Z30252BQ,ST4000DM000,4000787030016,19446
PL1331LAGTW3JH,HGST HMS5C4040ALE640,4000787030016,20720
Z30417PY,ST4000DM000,4000787030016,11524
PL1331LAHBXG6H,HGST HMS5C4040BLE640,4000787030016,4831
ZA11LPHK,ST8000DM002,8001563222016,3703
Z30252BX,ST4000DM000,4000787030016,19422
Z304KCMQ,ST4000DM000,4000787030016,10140
Z304KCMR,ST4000DM000,4000787030016,9848
Z3010BGZ,ST4000DM000,4000787030016,19090
ZA12Q6VY,ST8000DM002,8001563222016,3703
PL2331LAGRWT5J,HGST HMS5C4040ALE640,4000787030016,20720
Z30252BG,ST4000DM000,4000787030016,18845
PL1331LAGLX1ZH,HGST HMS5C4040BLE640,4000787030016,24127
PL1331LAGSHKPH,HGST HMS5C4040ALE640,4000787030016,22113
Z300ZKGN,ST4000DM000,4000787030016,25467
Z304JWPL,ST4000DM000,4000787030016,10900
Z305D66V,ST4000DM000,4000787030016,3325
Z304KCMF,ST4000DM000,4000787030016,10836
Z305F0YJ,ST4000DM000,4000787030016,7666
Z30252BH,ST4000DM000,4000787030016,18702
Z302SXPH,ST4000DM000,4000787030016,11939
Z304KCMB,ST4000DM000,4000787030016,10837
ZA12Q6VV,ST8000DM002,8001563222016,3703
PL2331LAGU9M2J,HGST HMS5C4040ALE640,4000787030016,19860
Z304JWP5,ST4000DM000,4000787030016,10834
PL1331LAGRN67H,HGST HMS5C4040ALE640,4000787030016,21704
Z30252B7,ST4000DM000,4000787030016,18893
Z304JWP0,ST4000DM000,4000787030016,10832
PL1331LAGSNPZH,HGST HMS5C4040ALE640,4000787030016,21465
Z304JWP2,ST4000DM000,4000787030016,10861
Z304JWP3,ST4000DM000,4000787030016,10832
Z300YMKR,ST4000DM000,4000787030016,19038
ZA12NQT5,ST8000DM002,8001563222016,2244
Z304KCM6,ST4000DM000,4000787030016,10880
PL1331LAGRAUWH,HGST HMS5C4040ALE640,4000787030016,21751
Z304JWP8,ST4000DM000,4000787030016,10836
Z30252B9,ST4000DM000,4000787030016,18702
PL1331LAGS1A7H,HGST HMS5C4040ALE640,4000787030016,21708
Z300ZKG6,ST4000DM000,4000787030016,19038
Z3023XCY,ST4000DM000,4000787030016,18701
PL2331LAGMU0AJ,HGST HMS5C4040BLE640,4000787030016,24060
MJ0351YNG9U13A,Hitachi HDS5C3030ALA630,3000592982016,34413
MJ1311YNG6VWDA,Hitachi HDS5C3030ALA630,3000592982016,41404
PL2331LAHDSN1J,HGST HMS5C4040BLE640,4000787030016,5794
PL2331LAGM5R4J,HGST HMS5C4040BLE640,4000787030016,22448
ZA11NB9X,ST8000DM002,8001563222016,4543
S301KJNL,ST4000DM000,4000787030016,10323
PL2331LAHDSSSJ,HGST HMS5C4040BLE640,4000787030016,6106
Z305AQH4,ST4000DM000,4000787030016,9195
Z304L8A4,ST4000DM000,4000787030016,9802
Z304L8A5,ST4000DM000,4000787030016,9823
Z304JGMK,ST4000DM000,4000787030016,10831
S301KJNG,ST4000DM000,4000787030016,10324
MJ0351YNG9YMJA,Hitachi HDS5C3030ALA630,3000592982016,36289
Z304L8A9,ST4000DM000,4000787030016,9807
Z3029YNG,ST4000DM000,4000787030016,16976
ZA11PRQ2,ST8000DM002,8001563222016,4522
PL1331LAHDYE6H,HGST HMS5C4040BLE640,4000787030016,6106
PL1331LAHD41RH,HGST HMS5C4040BLE640,4000787030016,4999
S301PTEZ,ST4000DM000,4000787030016,10323
WD-WMC4N0713387,WDC WD30EFRX,3000592982016,26206
MJ1311YNG3K6PA,Hitachi HDS5C3030ALA630,3000592982016,46389
ZA120V8D,ST8000NM0055,8001563222016,807
Z300W29R,ST4000DM000,4000787030016,26695
45CIK0M5FMYB,TOSHIBA MD04ABA400V,4000787030016,14311
PL1331LAGTWWWH,HGST HMS5C4040ALE640,4000787030016,19861
Z303D65F,ST4000DM000,4000787030016,10327
PL1331LAGSJV4H,HGST HMS5C4040ALE640,4000787030016,20884
W300SYTE,ST4000DM000,4000787030016,14362
Z3026F0Z,ST4000DM000,4000787030016,17068
Z3041L1S,ST4000DM000,4000787030016,11338
Z3016PCK,ST4000DM000,4000787030016,24753
MK0311YHGKLJHA,Hitachi HDS723030ALA640,3000592982016,48264
Z304HK80,ST4000DM000,4000787030016,9360
Z3016PCH,ST4000DM000,4000787030016,24967
Z304HK87,ST4000DM000,4000787030016,9476
PL2331LAGJ493J,HGST HMS5C4040BLE640,4000787030016,24129
Z300XG4Q,ST4000DM000,4000787030016,26712
Z302706E,ST4000DM000,4000787030016,17046
S300X3J6,ST4000DM000,4000787030016,17192
ZA1261V2,ST8000DM002,8001563222016,4664
ZA1261V1,ST8000DM002,8001563222016,2245
ZA1261V0,ST8000DM002,8001563222016,4543
ZA1261V6,ST8000DM002,8001563222016,4664
ZA142RE6,ST8000DM002,8001563222016,1551
Z3029BDJ,ST4000DM000,4000787030016,18078
Z3029BDK,ST4000DM000,4000787030016,16664
PL2331LAHBDTWJ,HGST HMS5C4040BLE640,4000787030016,6106
PL1331LAHBZBTH,HGST HMS5C4040BLE640,4000787030016,6106
PK1331PAJ2L8TS,HGST HDS724040ALE640,4000787030016,28829
Z3029BDB,ST4000DM000,4000787030016,14985
Z3029BDC,ST4000DM000,4000787030016,18131
Z302715R,ST4000DM000,4000787030016,16665
Z3025LY8,ST4000DM000,4000787030016,19421
W30065L1,ST4000DM000,4000787030016,29723
Z303YQSL,ST4000DM000,4000787030016,11481
Z4D07FH5,ST6000DX000,6001175126016,15417
Z4D03L8R,ST6000DX000,6001175126016,15416
MJ0351YNG9W79A,Hitachi HDS5C3030ALA630,3000592982016,36796
S300STG5,ST4000DM000,4000787030016,9398
Z305G6CS,ST4000DM000,4000787030016,7015
Z304LAJ9,ST4000DM000,4000787030016,9478
WD-WMC4N2785402,WDC WD30EFRX,3000592982016,20243
PL1331LAHD3D9H,HGST HMS5C4040BLE640,4000787030016,5794
Z3029BDT,ST4000DM000,4000787030016,16977
MJ1323YNG1N0RC,Hitachi HDS5C3030ALA630,3000592982016,46551
S30112G8,ST4000DM000,4000787030016,14985
PL1331LAGSPJLH,HGST HMS5C4040ALE640,4000787030016,20936
Z304LAJK,ST4000DM000,4000787030016,10118
Z304LAJH,ST4000DM000,4000787030016,9515
WD-WMC1T1348639,WDC WD30EFRX,3000592982016,20911
PL1311LAG1BNJA,Hitachi HDS5C4040ALE630,4000787030016,34261
Z304LAJR,ST4000DM000,4000787030016,9625
Z3029BD9,ST4000DM000,4000787030016,17070
Z304LAJW,ST4000DM000,4000787030016,9823
Z304Y4B5,ST4000DM000,4000787030016,7520
Z3011G0S,ST4000DM000,4000787030016,24714
S301KRC3,ST4000DM000,4000787030016,10832
WD-WCC4N0851684,WDC WD30EFRX,3000592982016,18845
PL2331LAH2T4UJ,HGST HMS5C4040BLE640,4000787030016,6568
Z304HK8X,ST4000DM000,4000787030016,10112
Z3041L16,ST4000DM000,4000787030016,11456
Z4D091LS,ST6000DX000,6001175126016,15417
Z4D045E9,ST6000DX000,6001175126016,15416
PL1331LAH15MBH,HGST HMS5C4040BLE640,4000787030016,6567
S2ZYJ9GGB04727,ST500LM012 HN,500107862016,5517
ZA1261VF,ST8000DM002,8001563222016,4664
Z304HK8T,ST4000DM000,4000787030016,9805
W300B6P3,ST4000DM000,4000787030016,30994
Z304HK8K,ST4000DM000,4000787030016,9624
Z3016PC0,ST4000DM000,4000787030016,24966
Z304HK8L,ST4000DM000,4000787030016,9805
ZA10NEAY,ST8000DM002,8001563222016,4666
ZA1261VR,ST8000DM002,8001563222016,4664
PL1331LAGTPXDH,HGST HMS5C4040ALE640,4000787030016,20721
PL2331LAHDWZTJ,HGST HMS5C4040BLE640,4000787030016,5793
Z305GW40,ST4000DM000,4000787030016,7665
Z304HK8E,ST4000DM000,4000787030016,9807
PK1331PAJ2U9WS,HGST HDS724040ALE640,4000787030016,28829
Z301791R,ST4000DM000,4000787030016,24633
Z3023TWV,ST4000DM000,4000787030016,14670
Z305ARDH,ST4000DM000,4000787030016,8483
MJ1321YNG0BAWA,Hitachi HDS5C3030ALA630,3000592982016,46570
ZA12QFQT,ST8000DM002,8001563222016,3703
MJ0351YNGA3HPA,Hitachi HDS5C3030ALA630,3000592982016,35690
MJ0351YNG9W42A,Hitachi HDS5C3030ALA630,3000592982016,36577
PL2331LAGSU9VJ,HGST HMS5C4040ALE640,4000787030016,21057
Z3026RAB,ST4000DM000,4000787030016,14242
Z300YVX0,ST4000DM000,4000787030016,19063
PL1311LAG39YZH,Hitachi HDS5C4040ALE630,4000787030016,33445
MJ0351YNGA6EVA,Hitachi HDS5C3030ALA630,3000592982016,35425
ZA143CL9,ST8000DM002,8001563222016,1550
ZA12QFQD,ST8000DM002,8001563222016,2244
MK0311YHGBMWNA,Hitachi HDS723030ALA640,3000592982016,43485
S301GM10,ST4000DM000,4000787030016,10329
Z3059SAV,ST4000DM000,4000787030016,9344
PL1331LAGSP91H,HGST HMS5C4040ALE640,4000787030016,20529
MJ1311YNG56R3A,Hitachi HDS5C3030ALA630,3000592982016,41426
Z301064S,ST4000DM000,4000787030016,25609
Z302EP06,ST4000DM000,4000787030016,16616
PL2331LAGUM7MJ,HGST HMS5C4040ALE640,4000787030016,19856
PL1331LAGR6AHH,HGST HMS5C4040ALE640,4000787030016,22357
PL1311LAG2DVPH,Hitachi HDS5C4040ALE630,4000787030016,33444
Z30462NE,ST4000DM000,4000787030016,10834
PL1331LAHBK0YH,HGST HMS5C4040BLE640,4000787030016,4999
WD-WXK1H6432S6V,WDC WD60EFRX,6001175126016,18155
ZA13R4A7,ST8000DM002,8001563222016,1551
Z301064E,ST4000DM000,4000787030016,19184
PL1331LAGSGJDH,HGST HMS5C4040ALE640,4000787030016,22281
PL1331LAGTTKPH,HGST HMS5C4040ALE640,4000787030016,20212
ZA13R4AK,ST8000DM002,8001563222016,807
ZA10G0QD,ST8000DM002,8001563222016,5319
Z304KD5E,ST4000DM000,4000787030016,10860
Z304HKEW,ST4000DM000,4000787030016,9807
PL1331LAHDP1YH,HGST HMS5C4040BLE640,4000787030016,6181
PL1311LAG1YZBA,Hitachi HDS5C4040ALE630,4000787030016,33422
PL1331LAGTLENH,HGST HMS5C4040ALE640,4000787030016,20365
Z302C0V2,ST4000DM000,4000787030016,16666
S3010MEJ,ST4000DM000,4000787030016,12799
ZA13R4AR,ST8000DM002,8001563222016,806
ZA13R4AS,ST8000DM002,8001563222016,1551
PL1331LAGLYVEH,HGST HMS5C4040BLE640,4000787030016,22765
Z304VAVS,ST4000DM000,4000787030016,9342
ZA143CLF,ST8000DM002,8001563222016,1551
ZA143CLG,ST8000DM002,8001563222016,1550
ZA143CLD,ST8000DM002,8001563222016,1549
ZA143CLE,ST8000DM002,8001563222016,1550
ZA143CLB,ST8000DM002,8001563222016,1550
PL1331LAHD1BKH,HGST HMS5C4040BLE640,4000787030016,5000
S301NJVB,ST4000DM000,4000787030016,10881
PL1331LAGSAT1H,HGST HMS5C4040ALE640,4000787030016,21728
PL1331LAHBSSGH,HGST HMS5C4040BLE640,4000787030016,4999
ZA143CLY,ST8000DM002,8001563222016,1550
ZA143CLT,ST8000DM002,8001563222016,1550
PL1331LAGS2HPH,HGST HMS5C4040ALE640,4000787030016,22279
PL2331LAGUJB6J,HGST HMS5C4040ALE640,4000787030016,19758
ZA143CLQ,ST8000DM002,8001563222016,1549
Z3015BZJ,ST4000DM000,4000787030016,26365
Z3015BZH,ST4000DM000,4000787030016,26366
S300Z4G1,ST4000DM000,4000787030016,11918
Z3011RK7,ST4000DM000,4000787030016,26368
ZA12JTJ1,ST8000DM002,8001563222016,3658
Z305AQJT,ST4000DM000,4000787030016,9486
S300Z4G9,ST4000DM000,4000787030016,13832
Z304HY41,ST4000DM000,4000787030016,9515
Z3015BZD,ST4000DM000,4000787030016,24270
Z3029Z19,ST4000DM000,4000787030016,14986
PL1331LAGTWX3H,HGST HMS5C4040ALE640,4000787030016,20027
Z300XH4B,ST4000DM000,4000787030016,27754
PL1331LAHET42H,HGST HMS5C4040BLE640,4000787030016,924
ZA1438N9,ST8000DM002,8001563222016,1550
PL1331LAGSEZMH,HGST HMS5C4040ALE640,4000787030016,21923
Z305AQJD,ST4000DM000,4000787030016,9343
ZA1438N6,ST8000DM002,8001563222016,1550
ZA1438N5,ST8000DM002,8001563222016,1551
ZA1438N4,ST8000DM002,8001563222016,1550
Z3029Z15,ST4000DM000,4000787030016,16663
Z305AQJA,ST4000DM000,4000787030016,9340
MK0303YHGLLJRC,Hitachi HDS723030ALA640,3000592982016,43843
MK0311YHG2YE7A,Hitachi HDS723030ALA640,3000592982016,49153
PL2331LAGMW2YJ,HGST HMS5C4040BLE640,4000787030016,22786
MJ0351YNGA288A,Hitachi HDS5C3030ALA630,3000592982016,36804
W300BLPN,ST4000DM000,4000787030016,31095
WD-WX21D25HE67U,WDC WD60EFRX,6001175126016,7756
PL1331LAHDYNGH,HGST HMS5C4040BLE640,4000787030016,6182
W300BL58,ST4000DM000,4000787030016,29067
MJ1311YNG6G66A,Hitachi HDS5C3030ALA630,3000592982016,41094
Z3020XD9,ST4000DM000,4000787030016,19397
Z3013TD3,ST4000DM000,4000787030016,24271
PL2331LAGMXX2J,HGST HMS5C4040BLE640,4000787030016,23434
Z304HTAE,ST4000DM000,4000787030016,9508
ZA10RZHH,ST8000DM002,8001563222016,5341
MJ1311YNG2718A,Hitachi HDS5C3030ALA630,3000592982016,45155
PL2331LAGN4PGJ,HGST HMS5C4040BLE640,4000787030016,22880
Z3029G5V,ST4000DM000,4000787030016,17002
WD-WX91A14N9831,WDC WD5000LPVX,500107862016,23080
ZA10BX9E,ST8000DM002,8001563222016,4665
PL1331LAGSBEDH,HGST HMS5C4040ALE640,4000787030016,21890
Z304HTA1,ST4000DM000,4000787030016,9624
PL1331LAGRZTJH,HGST HMS5C4040ALE640,4000787030016,22401
Z30251QX,ST4000DM000,4000787030016,19228
Z4D02GP9,ST6000DX000,6001175126016,15417
Z304HTA5,ST4000DM000,4000787030016,9805
PL2331LAGUDE0J,HGST HMS5C4040ALE640,4000787030016,19734
Z304P1HR,ST4000DM000,4000787030016,8029
Z304HTA9,ST4000DM000,4000787030016,9477
Z4D07CC8,ST6000DX000,6001175126016,15079
Z302405A,ST4000DM000,4000787030016,19230
S3011GNM,ST4000DM000,4000787030016,14670
PL1331LAGSB1UH,HGST HMS5C4040ALE640,4000787030016,20768
ZA11KTZR,ST8000DM002,8001563222016,4665
PL1331LAHBZ68H,HGST HMS5C4040BLE640,4000787030016,5000
Z3048BE6,ST4000DM000,4000787030016,925
ZA10Z42A,ST8000DM002,8001563222016,3919
S300Z4GT,ST4000DM000,4000787030016,14291
ZA1438NM,ST8000DM002,8001563222016,1550
MK0311YHGBWV2A,Hitachi HDS723030ALA640,3000592982016,48258
S300Z4GQ,ST4000DM000,4000787030016,12729
PL2331LAGUJ4AJ,HGST HMS5C4040ALE640,4000787030016,19734
Z3029G5M,ST4000DM000,4000787030016,18081
PL1331LAGT3U6H,HGST HMS5C4040ALE640,4000787030016,20599
WD-WX11D4446401,WDC WD60EFRX,6001175126016,21253
Z3029Z1E,ST4000DM000,4000787030016,16664
Z3029Z1D,ST4000DM000,4000787030016,16664
ZA1438NA,ST8000DM002,8001563222016,1551
PL2331LAGMVWXJ,HGST HMS5C4040BLE640,4000787030016,23386
Z3029Z1Y,ST4000DM000,4000787030016,17071
PL1331LAHDYMPH,HGST HMS5C4040BLE640,4000787030016,6181
Z3029Z1Z,ST4000DM000,4000787030016,16665
MJ0351YNGAD3GA,Hitachi HDS5C3030ALA630,3000592982016,34783
PL1331LAGM3A5H,HGST HMS5C4040BLE640,4000787030016,22784
S300WD1K,ST4000DM000,4000787030016,12824
ZA127AZC,ST8000DM002,8001563222016,2245
Z304J05N,ST4000DM000,4000787030016,10326
W300B6R3,ST4000DM000,4000787030016,30412
S300Z4GK,ST4000DM000,4000787030016,11916
ZA1438NP,ST8000DM002,8001563222016,1551
Z3040PS0,ST4000DM000,4000787030016,11523
ZA128XPA,ST8000DM002,8001563222016,4664
Z3025K9D,ST4000DM000,4000787030016,19429
MJ1311YNG7K4VA,Hitachi HDS5C3030ALA630,3000592982016,41488
PL2331LAGM82PJ,HGST HMS5C4040BLE640,4000787030016,23386
Z3013NTA,ST4000DM000,4000787030016,22883
Z3015HLT,ST4000DM000,4000787030016,20097
ZA115BWE,ST8000DM002,8001563222016,3920
PL2331LAGSSX6J,HGST HMS5C4040ALE640,4000787030016,20936
PL1331LAHD436H,HGST HMS5C4040BLE640,4000787030016,4831
Z305966S,ST4000DM000,4000787030016,8480
PL2331LAHDDDMJ,HGST HMS5C4040BLE640,4000787030016,5794
PL1331LAGTU5XH,HGST HMS5C4040ALE640,4000787030016,20576
MK0311YHGK894A,Hitachi HDS723030ALA640,3000592982016,48262
PL1331LAH2DWMH,HGST HMS5C4040BLE640,4000787030016,6565
PL2331LAGMDVJJ,HGST HMS5C4040BLE640,4000787030016,22881
Z302A14W,ST4000DM000,4000787030016,17260
Z4D0ANA9,ST6000DX000,6001175126016,15052
PL2331LAGSUZEJ,HGST HMS5C4040ALE640,4000787030016,20943
Z305E66T,ST4000DM000,4000787030016,7665
PL2331LAGRXE9J,HGST HMS5C4040ALE640,4000787030016,20942
PL2331LAHB4BLJ,HGST HMS5C4040BLE640,4000787030016,6181
Z305E66M,ST4000DM000,4000787030016,7015
WD-WCC4N0328648,WDC WD30EFRX,3000592982016,25622
Z300W5BA,ST4000DM000,4000787030016,27754
PL1331LAGSXMLH,HGST HMS5C4040ALE640,4000787030016,19734
PL1331LAHD1L6H,HGST HMS5C4040BLE640,4000787030016,4831
Z305N39C,ST4000DM000,4000787030016,7015
S300Z0F0,ST4000DM000,4000787030016,13832
ZA12NN7C,ST8000DM002,8001563222016,3703
Z305EKE2,ST4000DM000,4000787030016,7016
W300BFJ4,ST4000DM000,4000787030016,26410
MJ0351YNGA8PDA,Hitachi HDS5C3030ALA630,3000592982016,35419
Z3059K3T,ST4000DM000,4000787030016,9326
Z3041CM4,ST4000DM000,4000787030016,10329
PL1331LAHDYDKH,HGST HMS5C4040BLE640,4000787030016,6106
Z3029FRF,ST4000DM000,4000787030016,17046
Z3005GT4,ST4000DM000,4000787030016,26169
PL2331LAGSSPHJ,HGST HMS5C4040ALE640,4000787030016,21417
S300Z0FV,ST4000DM000,4000787030016,13834
MJ0351YNGA368A,Hitachi HDS5C3030ALA630,3000592982016,35939
PL1331LAGTX93H,HGST HMS5C4040ALE640,4000787030016,19880
PL1331LAGRZAPH,HGST HMS5C4040ALE640,4000787030016,22270
MJ1311YNG347VA,Hitachi HDS5C3030ALA630,3000592982016,46060
Z3053J57,ST4000DM000,4000787030016,7854
ZA11THZ7,ST8000DM002,8001563222016,3703
Z300R113,ST4000DM000,4000787030016,23908
Z30149E4,ST4000DM000,4000787030016,24415
PL2331LAGSS3RJ,HGST HMS5C4040ALE640,4000787030016,20935
MJ1311YNG6TM4A,Hitachi HDS5C3030ALA630,3000592982016,41404
PL1311LAG1Z19A,Hitachi HDS5C4040ALE630,4000787030016,26793
Z3015HL2,ST4000DM000,4000787030016,23892
Z3040PSG,ST4000DM000,4000787030016,10329
PL1331LAHD0BVH,HGST HMS5C4040BLE640,4000787030016,6106
Z304HXJ1,ST4000DM000,4000787030016,10113
Z303QPVA,ST4000DM000,4000787030016,10164
Z300KJTE,ST4000DM000,4000787030016,29028
PL1331LAGT437H,HGST HMS5C4040ALE640,4000787030016,19881
ZA10Y8J7,ST8000DM002,8001563222016,4542
Z3054F27,ST4000DM000,4000787030016,7855
PL2331LAGU7DGJ,HGST HDS5C4040ALE630,4000787030016,8245
MJ0351YNG9VJPA,Hitachi HDS5C3030ALA630,3000592982016,36713
ZA12YFJR,ST8000DM002,8001563222016,2245
